lent,return,lent_stationName,return_stationName,url
507,508,성수아이에스비즈타워 앞,성수아카데미타워 앞,http://map.daum.net/?sName=성수아이에스비즈타워 앞 대여소&eName=성수아카데미타워 앞 대여소&target=bicycle
588,593,뚝섬 유원지역,자양중앙나들목,http://map.daum.net/?sName=뚝섬 유원지역 대여소&eName=자양중앙나들목 대여소&target=bicycle
546,593,잠실대교북단 교차로,자양중앙나들목,http://map.daum.net/?sName=잠실대교북단 교차로 대여소&eName=자양중앙나들목 대여소&target=bicycle
503,593,더샵스타시티 C동 앞,자양중앙나들목,http://map.daum.net/?sName=더샵스타시티 C동 앞 대여소&eName=자양중앙나들목 대여소&target=bicycle
2111,2130,서울대입구역 1번출구,영어마을 관악캠프,http://map.daum.net/?sName=서울대입구역 1번출구 대여소&eName=영어마을 관악캠프 대여소&target=bicycle
2122,2130,낙성대로 입구,영어마을 관악캠프,http://map.daum.net/?sName=낙성대로 입구 대여소&eName=영어마을 관악캠프 대여소&target=bicycle
2129,2130,낙성대 과학전시관,영어마을 관악캠프,http://map.daum.net/?sName=낙성대 과학전시관 대여소&eName=영어마을 관악캠프 대여소&target=bicycle
2111,2165,서울대입구역 1번출구,JK장평타워,http://map.daum.net/?sName=서울대입구역 1번출구 대여소&eName=JK장평타워 대여소&target=bicycle
2111,2129,서울대입구역 1번출구,낙성대 과학전시관,http://map.daum.net/?sName=서울대입구역 1번출구 대여소&eName=낙성대 과학전시관 대여소&target=bicycle
2122,2129,낙성대로 입구,낙성대 과학전시관,http://map.daum.net/?sName=낙성대로 입구 대여소&eName=낙성대 과학전시관 대여소&target=bicycle
2128,2129,관악구청교차로,낙성대 과학전시관,http://map.daum.net/?sName=관악구청교차로 대여소&eName=낙성대 과학전시관 대여소&target=bicycle
1430,1433,중랑구청,중화역 2번출구,http://map.daum.net/?sName=중랑구청 대여소&eName=중화역 2번출구 대여소&target=bicycle
1430,1449,중랑구청,상봉역 1번출구,http://map.daum.net/?sName=중랑구청 대여소&eName=상봉역 1번출구 대여소&target=bicycle
1446,1449,중랑전화국 교차로,상봉역 1번출구,http://map.daum.net/?sName=중랑전화국 교차로 대여소&eName=상봉역 1번출구 대여소&target=bicycle
1448,1449,코스트코 상봉점,상봉역 1번출구,http://map.daum.net/?sName=코스트코 상봉점 대여소&eName=상봉역 1번출구 대여소&target=bicycle
1430,1448,중랑구청,코스트코 상봉점,http://map.daum.net/?sName=중랑구청 대여소&eName=코스트코 상봉점 대여소&target=bicycle
1404,1448,동일로 지하차도,코스트코 상봉점,http://map.daum.net/?sName=동일로 지하차도 대여소&eName=코스트코 상봉점 대여소&target=bicycle
1416,1448,상봉역 3번출구,코스트코 상봉점,http://map.daum.net/?sName=상봉역 3번출구 대여소&eName=코스트코 상봉점 대여소&target=bicycle
553,578,중곡 성원APT 앞,성동세무서 부근,http://map.daum.net/?sName=중곡 성원APT 앞 대여소&eName=성동세무서 부근 대여소&target=bicycle
516,578,광진메디칼 앞,성동세무서 부근,http://map.daum.net/?sName=광진메디칼 앞 대여소&eName=성동세무서 부근 대여소&target=bicycle
560,578,비전교회 앞,성동세무서 부근,http://map.daum.net/?sName=비전교회 앞 대여소&eName=성동세무서 부근 대여소&target=bicycle
512,578,뚝섬역 1번 출구 옆,성동세무서 부근,http://map.daum.net/?sName=뚝섬역 1번 출구 옆 대여소&eName=성동세무서 부근 대여소&target=bicycle
2109,2164,은천로입구 가로공원,관악우체국,http://map.daum.net/?sName=은천로입구 가로공원 대여소&eName=관악우체국 대여소&target=bicycle
2145,2164,은천초등학교 육교,관악우체국,http://map.daum.net/?sName=은천초등학교 육교 대여소&eName=관악우체국 대여소&target=bicycle
2108,2164,은천치안센터,관악우체국,http://map.daum.net/?sName=은천치안센터 대여소&eName=관악우체국 대여소&target=bicycle
2136,2164,신림역 8번출구,관악우체국,http://map.daum.net/?sName=신림역 8번출구 대여소&eName=관악우체국 대여소&target=bicycle
2139,2164,서울신성초등학교,관악우체국,http://map.daum.net/?sName=서울신성초등학교 대여소&eName=관악우체국 대여소&target=bicycle
2109,2122,은천로입구 가로공원,낙성대로 입구,http://map.daum.net/?sName=은천로입구 가로공원 대여소&eName=낙성대로 입구 대여소&target=bicycle
2108,2122,은천치안센터,낙성대로 입구,http://map.daum.net/?sName=은천치안센터 대여소&eName=낙성대로 입구 대여소&target=bicycle
2109,2176,은천로입구 가로공원,보라매공원 보도육교,http://map.daum.net/?sName=은천로입구 가로공원 대여소&eName=보라매공원 보도육교 대여소&target=bicycle
2106,2176,난곡 새마을금고,보라매공원 보도육교,http://map.daum.net/?sName=난곡 새마을금고 대여소&eName=보라매공원 보도육교 대여소&target=bicycle
2109,2116,은천로입구 가로공원,에이스에이존빌딩,http://map.daum.net/?sName=은천로입구 가로공원 대여소&eName=에이스에이존빌딩 대여소&target=bicycle
2230,2283,이수역 4번 출구,그룹한빌딩옆,http://map.daum.net/?sName=이수역 4번 출구 대여소&eName=그룹한빌딩옆 대여소&target=bicycle
912,934,응암오거리,신사동 성당,http://map.daum.net/?sName=응암오거리 대여소&eName=신사동 성당 대여소&target=bicycle
907,934,CJ 드림시티,신사동 성당,http://map.daum.net/?sName=CJ 드림시티 대여소&eName=신사동 성당 대여소&target=bicycle
914,934,새절역 2번출구,신사동 성당,http://map.daum.net/?sName=새절역 2번출구 대여소&eName=신사동 성당 대여소&target=bicycle
912,926,응암오거리,불광역 8번출구,http://map.daum.net/?sName=응암오거리 대여소&eName=불광역 8번출구 대여소&target=bicycle
922,926,연신내역 4번출구,불광역 8번출구,http://map.daum.net/?sName=연신내역 4번출구 대여소&eName=불광역 8번출구 대여소&target=bicycle
535,536,응봉삼거리,행당역 2번출구 앞,http://map.daum.net/?sName=응봉삼거리 대여소&eName=행당역 2번출구 앞 대여소&target=bicycle
535,569,응봉삼거리,응봉현대아파트 정류소,http://map.daum.net/?sName=응봉삼거리 대여소&eName=응봉현대아파트 정류소 대여소&target=bicycle
559,569,왕십리역 4번 출구 건너편,응봉현대아파트 정류소,http://map.daum.net/?sName=왕십리역 4번 출구 건너편 대여소&eName=응봉현대아파트 정류소 대여소&target=bicycle
1316,1318,고려사대부속중고 건너편,길음역 3번출구 뒤,http://map.daum.net/?sName=고려사대부속중고 건너편 대여소&eName=길음역 3번출구 뒤 대여소&target=bicycle
326,331,안국역 5번출구 앞,을지로2가 사거리 북측,http://map.daum.net/?sName=안국역 5번출구 앞 대여소&eName=을지로2가 사거리 북측 대여소&target=bicycle
327,331,낙원상가 옆,을지로2가 사거리 북측,http://map.daum.net/?sName=낙원상가 옆 대여소&eName=을지로2가 사거리 북측 대여소&target=bicycle
311,331,서울광장 옆,을지로2가 사거리 북측,http://map.daum.net/?sName=서울광장 옆 대여소&eName=을지로2가 사거리 북측 대여소&target=bicycle
326,352,안국역 5번출구 앞,중앙고입구 삼거리,http://map.daum.net/?sName=안국역 5번출구 앞 대여소&eName=중앙고입구 삼거리 대여소&target=bicycle
328,352,탑골공원 앞,중앙고입구 삼거리,http://map.daum.net/?sName=탑골공원 앞 대여소&eName=중앙고입구 삼거리 대여소&target=bicycle
327,352,낙원상가 옆,중앙고입구 삼거리,http://map.daum.net/?sName=낙원상가 옆 대여소&eName=중앙고입구 삼거리 대여소&target=bicycle
326,385,안국역 5번출구 앞,종각역 5번출구,http://map.daum.net/?sName=안국역 5번출구 앞 대여소&eName=종각역 5번출구 대여소&target=bicycle
370,385,시청역(2호선) 9번출구 뒤,종각역 5번출구,http://map.daum.net/?sName=시청역(2호선) 9번출구 뒤 대여소&eName=종각역 5번출구 대여소&target=bicycle
303,385,광화문역 1번출구 앞,종각역 5번출구,http://map.daum.net/?sName=광화문역 1번출구 앞 대여소&eName=종각역 5번출구 대여소&target=bicycle
335,385,종로3가역 15번출구 앞,종각역 5번출구,http://map.daum.net/?sName=종로3가역 15번출구 앞 대여소&eName=종각역 5번출구 대여소&target=bicycle
306,385,광화문역 7번출구 앞,종각역 5번출구,http://map.daum.net/?sName=광화문역 7번출구 앞 대여소&eName=종각역 5번출구 대여소&target=bicycle
308,385,광화문 S타워 앞,종각역 5번출구,http://map.daum.net/?sName=광화문 S타워 앞 대여소&eName=종각역 5번출구 대여소&target=bicycle
326,359,안국역 5번출구 앞,원남동사거리,http://map.daum.net/?sName=안국역 5번출구 앞 대여소&eName=원남동사거리 대여소&target=bicycle
339,359,종로4가 사거리,원남동사거리,http://map.daum.net/?sName=종로4가 사거리 대여소&eName=원남동사거리 대여소&target=bicycle
563,571,성동세무서 건너편,어린이대공원역6번출구,http://map.daum.net/?sName=성동세무서 건너편 대여소&eName=어린이대공원역6번출구 대여소&target=bicycle
501,571,광진구의회 앞,어린이대공원역6번출구,http://map.daum.net/?sName=광진구의회 앞 대여소&eName=어린이대공원역6번출구 대여소&target=bicycle
502,571,뚝섬유원지역 1번출구 앞,어린이대공원역6번출구,http://map.daum.net/?sName=뚝섬유원지역 1번출구 앞 대여소&eName=어린이대공원역6번출구 대여소&target=bicycle
3508,571,화양사거리,어린이대공원역6번출구,http://map.daum.net/?sName=화양사거리 대여소&eName=어린이대공원역6번출구 대여소&target=bicycle
563,573,성동세무서 건너편,구의문주차장 앞,http://map.daum.net/?sName=성동세무서 건너편 대여소&eName=구의문주차장 앞 대여소&target=bicycle
516,573,광진메디칼 앞,구의문주차장 앞,http://map.daum.net/?sName=광진메디칼 앞 대여소&eName=구의문주차장 앞 대여소&target=bicycle
3508,573,화양사거리,구의문주차장 앞,http://map.daum.net/?sName=화양사거리 대여소&eName=구의문주차장 앞 대여소&target=bicycle
514,573,성수사거리 버스정류장 앞,구의문주차장 앞,http://map.daum.net/?sName=성수사거리 버스정류장 앞 대여소&eName=구의문주차장 앞 대여소&target=bicycle
3516,573,구의아리수정수센터앞,구의문주차장 앞,http://map.daum.net/?sName=구의아리수정수센터앞 대여소&eName=구의문주차장 앞 대여소&target=bicycle
549,573,아차산역 3번출구,구의문주차장 앞,http://map.daum.net/?sName=아차산역 3번출구 대여소&eName=구의문주차장 앞 대여소&target=bicycle
213,217,KT앞,NH농협은행 앞,http://map.daum.net/?sName=KT앞 대여소&eName=NH농협은행 앞 대여소&target=bicycle
216,217,삼부아파트1동 앞,NH농협은행 앞,http://map.daum.net/?sName=삼부아파트1동 앞 대여소&eName=NH농협은행 앞 대여소&target=bicycle
372,565,약수역 3번출구 뒤,옥수역 3번출구,http://map.daum.net/?sName=약수역 3번출구 뒤 대여소&eName=옥수역 3번출구 대여소&target=bicycle
534,565,금호사거리,옥수역 3번출구,http://map.daum.net/?sName=금호사거리 대여소&eName=옥수역 3번출구 대여소&target=bicycle
2309,2348,청담역(우리들병원 앞),포스코사거리(기업은행),http://map.daum.net/?sName=청담역(우리들병원 앞) 대여소&eName=포스코사거리(기업은행) 대여소&target=bicycle
2318,2348,삼성중앙역4번출구(문화센터더 리빌),포스코사거리(기업은행),http://map.daum.net/?sName=삼성중앙역4번출구(문화센터더 리빌) 대여소&eName=포스코사거리(기업은행) 대여소&target=bicycle
1224,2348,아시아지하보도 2번 출구,포스코사거리(기업은행),http://map.daum.net/?sName=아시아지하보도 2번 출구 대여소&eName=포스코사거리(기업은행) 대여소&target=bicycle
2309,2312,청담역(우리들병원 앞),청담역 13번 출구 앞,http://map.daum.net/?sName=청담역(우리들병원 앞) 대여소&eName=청담역 13번 출구 앞 대여소&target=bicycle
2309,2318,청담역(우리들병원 앞),삼성중앙역4번출구(문화센터더 리빌),http://map.daum.net/?sName=청담역(우리들병원 앞) 대여소&eName=삼성중앙역4번출구(문화센터더 리빌) 대여소&target=bicycle
2315,2318,봉은사역 5번출구 옆,삼성중앙역4번출구(문화센터더 리빌),http://map.daum.net/?sName=봉은사역 5번출구 옆 대여소&eName=삼성중앙역4번출구(문화센터더 리빌) 대여소&target=bicycle
328,355,탑골공원 앞,서울사대부속초교 앞,http://map.daum.net/?sName=탑골공원 앞 대여소&eName=서울사대부속초교 앞 대여소&target=bicycle
345,355,서울보증보험본사 앞,서울사대부속초교 앞,http://map.daum.net/?sName=서울보증보험본사 앞 대여소&eName=서울사대부속초교 앞 대여소&target=bicycle
1306,355,한성대입구역2번출구,서울사대부속초교 앞,http://map.daum.net/?sName=한성대입구역2번출구 대여소&eName=서울사대부속초교 앞 대여소&target=bicycle
338,355,세운스퀘어 앞,서울사대부속초교 앞,http://map.daum.net/?sName=세운스퀘어 앞 대여소&eName=서울사대부속초교 앞 대여소&target=bicycle
